filename,file_type,religious_group,content,content_length,word_count,chunk_id,chunk_count,has_url_content
option1_combined all.docx,combined,protestant,"to deal with the reality that there was a large minority that rejected the state and its authority.
Boundary commission carried with it the threat of a large transfer of territory, population and economic resources. This represented a threat to the viability of the state itself. , Fermanagh and parts of Down could all be lost.
Preparation:
Oct 1922: Civil Servant Kevin O’Shiel was appointed to put together the case. He felt that the lack of stability in the South might hamper things. The following May he drew up a report setting out the Best and Worst case that the FS Govt. could hope for.
Even O’Shiel’s Worst case would have reduced NI to: Antrim, E Tyrone, , N Armagh & N Down. Losing 1/3 of its total area and 1/5 of its population. NI would find it difficult to exist.
The BC was to consist of a representative for NI, one for the FS and a Chairman.",861,158,536,1097,False
option1_combined all.docx,combined,protestant,"difficult to exist.
The BC was to consist of a representative for NI, one for the FS and a Chairman.
Craig’s tactics were to be deliberately obstructive to the Commission promising to “defend any territory which we may consider has been unfairly treated” and he refused to nominate an NI commissioner. Eventually the British Govt appointed one (JR Fisher). The FS commissioner was Eoin MacNeill and the Chairman was Richard Feetham, a South African judge. 
The Commission:
The Commission finally met in April 1924 (3 ½ years after it was first suggested) delay had allowed border to settle.
MacNeill and Fisher would cancel each other out, so the attitude of Feetham was crucial. He took the view that the role of the BC was not to oversee the wholesale transfer of land but to make minor readjustments to the border. The burden of proof was to be on those who wished for transfer and the case had to be substantial.",916,160,537,1097,False
option1_combined all.docx,combined,protestant,". The burden of proof was to be on those who wished for transfer and the case had to be substantial. 
The death of Michael Collins in 1922 had been significant to this issue in that he was the member of the Free State Govt. that had the biggest personal interest in the Northern situation. The fledgling FS govt. had just survived a civil war and wanted to consolidate its position. Its current territory was more manageable and they “seemed less anxious to acquire the Catholic areas of the north than the Unionists were to retain them and it brought no comparable pressure to bear on the Commission.” (Laffan)
Not helped by the new Conservative British govt that came in during 1924. PM Baldwin declared that it was “difficult to forgive assassination and to forget their behaviour in the war.” In Oct 1925 the Morning Post leaked what it claimed were the findings of the report. These were very accurate and very disappointing for Northern Nationalists. NI would only lose 3.7% of territory and 1.",1000,175,538,1097,False
option1_combined all.docx,combined,protestant,"curate and very disappointing for Northern Nationalists. NI would only lose 3.7% of territory and 1.8% of its population. Fisher described it as “5 counties intact and a sixth somewhat trimmed on the outer edge.”
Faced with this MacNeill resigned rather than put his name to this shambles. Cosgrave, the Irish Prime minister decided that it would be better to suppress the report and leave the border unchanged rather than try and sell it to the Irish people. In return for reaching this settlement the FS govt. persuaded the British to waive the £6 ¼ per year paid as an Imperial contribution. This was a bonus but looked extremely bad in the eyes of Northern Nationalists. As Laffan put it “just as had been prepared to abandon Fermanagh & Tyrone in 1916 for the immediate prospect of power in , so had Cosgrave recognised the border in 1925 for the sake of a quiet life and for British financial concessions” 
Security issues in Belfast 1920-1921
Derry:
65% Catholic
35% Protestant
Previously guar",1000,172,539,1097,False
option1_combined all.docx,combined,protestant,"oncessions” 
Security issues in Belfast 1920-1921
Derry:
65% Catholic
35% Protestant
Previously guaranteed majority- Gerrymandering
New system of Proportional Representation in NI
First Nationalist victory on council- Hugh O’Doherty- banned Unionist flag
PR abandoned
June 1920:
Sectarian violence- 15 Catholics and 5 Protestants killed
July 1920:
Carson’s speech in Finaghy- called for Orangemen to “take matters into their own hands”
Shipyards and linen factories expel all Catholics and “rotten prods” ie. trade unionists (anti-socialist)
“A carnival of terrorism” (Irish Times)
“A hunt of Roman Catholic workers” (police report)
18 killed within 3 days
August 1920:
Collins ordered assassination of O R Swansey (RIC officer)
Revenge killing for Terence MacSweney- SF mayor of Cork
William Hackett Pain (senior UVF) in charge of local military- no protection for Catholics- most fled Lisburn
September 1920:
4 Protestants killed and 2 RIC officers shot on Falls Road- reprisals
Dail announced Belf",1000,147,540,1097,False
option1_combined all.docx,combined,protestant,"mber 1920:
4 Protestants killed and 2 RIC officers shot on Falls Road- reprisals
Dail announced Belfast boycott- ban on buying Ulster goods- backfired and worsened relations
Craig called for UVF as special constabulary
November 1920:
Ulster special Constabulary (B specials) comes into operation
December 1920:
Craig suspected informants within RIC
Government on Ireland Act
January 1921:
IRA in Ulster reorganised under Wood and McCorley
32 men with biggest division in West Belfast
28 RIC men killed under orders from Collins
May 1921:
Craig travelled South for meeting with De Valera to discuss peace- no agreement reached
Unionist colleagues suspicious
24th May- elections for NI parliament 
June 1921:
Truce
Unionists felt betrayed- “they were particularly angered by the sight of policemen and soldiers meeting IRA officers on a semi-official basis” (McGarry)
10th July- Belfast Bloody Sunday- 17 dead (3 kids), 1000 homeless, ceasefire called but failed
August 1921:
20 deaths in 3 days
Novemb",1000,154,541,1097,False
option1_combined all.docx,combined,protestant,"17 dead (3 kids), 1000 homeless, ceasefire called but failed
August 1921:
20 deaths in 3 days
November 1921:
Control of police transferred to Stormont 
December 1921:
Treaty signed
100 deaths throughout 1921
Northern Ireland
1921-1925
The new N.Ireland government
The devolved structures included a parliament, twenty-six seat senate and a fifty two member Commons and an executive with seven departments and a legal system
‘A meandering and indefensible border’
Stretched for 250 miles long
B Barton writes of those who were in government ‘Its members lacked experience, 
generosity and vision’
Problem 1 : Security
The Troubles
Immediate and demanding problem
Brian Barton writes that ‘Craig and his colleagues faced problems which were possibly insoluble and certainly more grave than they had ever imagined’.",812,124,542,1097,False
option1_combined all.docx,combined,protestant,"faced problems which were possibly insoluble and certainly more grave than they had ever imagined’.
June 1920-1922
In Belfast during July 1921 alone, twenty-six people died and forty were wounded as a result of civil disorder
Causes of the Troubles
The result of prolonged political uncertainty
An economic recession caused unemployment to increase, which deepened sectarian divisions
Tensions also increased due to the activities of M Collins and the anti-Treaty IRA in the North from December 1921 to August 1922.
Collins used every means available to destabilise and overthrow the N.Ireland government
Response of N.Ireland Government
In September 1920 the British government had recruited members of the revived UVF into an official police force called the Special Constabulary in N.",787,120,543,1097,False
option1_combined all.docx,combined,protestant,"uited members of the revived UVF into an official police force called the Special Constabulary in N.Ireland- had been extremely unpopular and Joseph Devlin had condemned Westminster for supporting such a police force –’arming pogromists to murder Catholics’ 
Following the Treaty of December 1921 Craig became increasingly convinced that N.Ireland could not rely on the 
British government to safeguard their security
Northern Ireland Security Forces after the Treaty
He decided to expand the security forces under his government’s control
During Spring 1922 the number of Special Constables was drastically increased and from February 1922 they bore the main burden of security work 
A new police force was formed called the Royal Ulster 
Constabulary (RUC) which became operational on 1st June 1922
Newsreel showing the visit of Lord Derby inspecting the Royal Ulster Constabulary and their ‘B Special’ reserves referred to them as ‘Ulster’s Guardians of Peace
Catholics constituted only 25% of Bel",1000,152,544,1097,False
option1_combined all.docx,combined,protestant,"ial’ reserves referred to them as ‘Ulster’s Guardians of Peace
Catholics constituted only 25% of Belfast city’s population. Nearly 300 were murdered. 10,000 lost their jobs. 23,000 had been forced from their homes and about 500 Catholicowned businesses had been destroyed between July 1920 and October 1922.
Attitude of British government
Despite funding the Special Constabulary Ministers in Britain were concerned about the expansion of the Special Constabulary.
‘It was by now an almost exclusively Protestant force and had a reputation for illdiscipline’ Barton
Had potential for resisting the final decision of the Boundary Commission -could be deployed against British troops 
The Special Powers Act: April 1922
Rees explains that the unionist leadership under Craig found itself in a very dangerous security situation and so stern measures were considered necessary
Between 1st January 1922 and 1st March 1922- 83 murders had taken place in Belfast but no one had been brought to justice
The S",1000,155,545,1097,False
option1_combined all.docx,combined,protestant,"d 1st March 1922- 83 murders had taken place in Belfast but no one had been brought to justice
The Special Powers Act was introduced in April 1922 and gave the NI government ‘draconian emergency powers’ (Barton)
This included ‘internment’ (the right to arrest and imprison without trial)
The right to impose the death penalty for certain fire arms and explosive offences, with floggings and imprisonment for others.
Further regulations could be made if required without consulting parliament
Reactions to the Special Powers Act
Aroused great criticism from both the British government and the Free State government
According to Barton, Craig hoped that the Act would satisfy his supporters and therefore would reduce the number of sectarian attacks by Loyalist gangs on Catholic civilians
Craig persuaded Britain that it was a security necessity and so London gave unionists in N Ireland a free hand in security matters
According to Barton, Craig was anxious to attract the sympathies and support of",999,160,546,1097,False
option1_combined all.docx,combined,protestant,"in security matters
According to Barton, Craig was anxious to attract the sympathies and support of British government as they held the key to money, troops and ultimately power.
N. Ireland after June 1922: Decline in 
Violence
By early June 1922 the levels of violence in Northern Ireland gradually ended
Partly a result of far-reaching security measures adopted by Craig and his colleagues
The beginning of Civil war in the Free State, which began on 28th June 1922- led to a decline in IRA activity as many IRA activists moved south of the border 
Barton also suggests that morale was low within the ranks of the IRA due to lack of public support and the effect of government action.
Seamus Woods, an IRA officer conceded that the position was hopeless and that the national spirit was ‘practically dead’
Legacy for Northern Ireland
Government action during the security threat left a legacy of great bitterness
Rees explains that the N.I.",942,159,547,1097,False
option1_combined all.docx,combined,protestant,"ment action during the security threat left a legacy of great bitterness
Rees explains that the N.I. government had relied on a sectarian security strategy that took no account of Protestant violence.
The total loss of life during the Troubles amounted to 428 and most of these people were Catholic
Nationalist View
Barton explains that the experience of this period confirmed many Catholics in their lasting contempt and hatred of both partition and the northern parliament.
‘They never recognised the State as their own and their sense of alienation was transmitted from one generation to the next’.
Problem 2:Financial problems
Like the Free State government the government in 
N.Ireland was put under immense strain by heavy security costs
Additional burden of the annual imperial contribution of £8 million threatened Northern Ireland with bankruptcy
Linen and shipbuilding were suffering badly in the Post-War slump and according to the 1924 census 53% of those covered in the census worked in",999,158,548,1097,False
option1_combined all.docx,combined,protestant,"in the Post-War slump and according to the 1924 census 53% of those covered in the census worked in textiles, shipbuilding and engineering
Unemployment figures escalated
Economic difficulties were also a result of the decision of the Dail to boycott the N.I. market in January 1921
How did the government cope?
Tried to keep up with social welfare payments as was happening in Britain but could not cope. 
The Minister of Finance in 1923 (Hugh Mc Dowell Pollack) had to admit that N Ireland’s 
unemployment fund was empty
British Response
Treasury in London initially refused to allow a reduction in contribution made by N Ireland
By 1925 some efforts made by Treasury in 
London to improve financial arrangements
The Colwyn Award (1925)- The British government agreed that domestic expenditure on N.",800,131,549,1097,False
option1_combined all.docx,combined,protestant,"arrangements
The Colwyn Award (1925)- The British government agreed that domestic expenditure on N.Ireland services rather than the imperial contribution would be the first charge on the income of the province- brought temporary stability until economic recession of 1930s
Problem 3:Disaffected Nationalists and un cooperative Local councils 
Nationalists refused to attend the Northern Ireland parliament
Divisions deepened with increased discrimination, internment and the new B Specials
The new RUC failed to attract Catholics (see page 
43 in Barton for detail)
Local government councils in Nationalist areas refused to recognise the Stormont government (Derry, Fermanagh and Tyrone)- they claimed allegiance to the Dail
Government Response
December 1921- tried to replace persistently un co operative councils temporarily with paid commissioners appointed by the N.",870,122,550,1097,False
option1_combined all.docx,combined,protestant,"eplace persistently un co operative councils temporarily with paid commissioners appointed by the N.Ireland government
Introduced the Local Government Bill in May 
1922
Abolished Proportional Representation
Redrew electoral boundaries to give Unionist majorities
The timing of this was linked to the approaching Boundary Commission
Historiography
• B Barton writes 
‘the abolition of PR and the adoption of new electoral areas were major acts of 
misgovernment and an abuse of their power by the unionist leaders themselves’ Gerrymandered local authority boundaries…became a permanent and infamous 
feature of the North’s electoral 
landscape…among the core grievances which were opposed by the Civil Rights movement forty years later’.
Reactions to the Local Government Bill
Protests from Collins and the Free State government.",828,118,551,1097,False
option1_combined all.docx,combined,protestant,"later’.
Reactions to the Local Government Bill
Protests from Collins and the Free State government. They claimed that this Bill was a blatant attack on their (Nationalists) civil rights and was also an attempt to ‘subvert Article 12 of the Treaty and prevent unity’
British disapproval but unwilling to risk a major constitutional crisis as Craig threatened resignation if a challenge was made re. the Bill
Such a move would mean that Lloyd George would have no option except direct rule from Westminster and Lloyd George and British cabinet were ‘desperately seeking to avoid’ this move
The Local Government Bill became law
Highlights that the British government was prepared to tolerate the decisions taken by Craig and the N.I. government in order to avoid a crisis.
Problem 4:The Boundary Commission
Unionists needed to ensure majorities on Fermanagh and Tyrone county councils, which were in Nationalist hands
The N.I.",923,148,552,1097,False
option1_combined all.docx,combined,protestant,"ensure majorities on Fermanagh and Tyrone county councils, which were in Nationalist hands
The N.I. government believed that the alternative for Unionists was the transfer of large tracts of Northern Ireland to the South and they were determined to prevent it
In 1924 Craig made it clear that if the Boundary report was unacceptable he would resign and he warned of possible violent upheaval in Ulster.
Eddie McAteer, a later nationalist leader in the NI government-’We thought it was a very temporary thing and that the house of cards would crumble.’
Actions of the Boundary Commission
When Commissioners eventually met they suggested only minor border modifications which were set aside due to Unionist opposition
WT Cosgrave (Free State government) was also willing to compromise on the issue
3rd December 1925- Tripartite Agreement between the Free State, N.",862,137,553,1097,False
option1_combined all.docx,combined,protestant,"illing to compromise on the issue
3rd December 1925- Tripartite Agreement between the Free State, N.Ireland and Britain confirmed the existing border and scrapped the Council of Ireland
Reactions 
Churchill: This out of court settlement would be welcomed over the whole area of the Empire as having ‘brought peace’
Craig: Equally delighted as it guaranteed Unionist domination of the six counties
Cosgrave: ‘A damned good bargain’ as Cosgrave received economic concessions in return for agreement
Nationalists in N.Ireland felt betrayed, isolated and very resentful but it was only at this point that nationalist politicians took up their seats in Parliament
However, Robert Kee writes that ‘Protestant Unionist opinion could never rid itself of the thought that the Catholic nationalist opposition in that parliament wanted, not just to get rid of the government, but to get rid of the state.’
Deep mistrust existed
Problem 5: Education
The N.",944,147,554,1097,False
option1_combined all.docx,combined,protestant,"d of the government, but to get rid of the state.’
Deep mistrust existed
Problem 5: Education
The N.Ireland government attempted to introduce a nondenominational education system
‘The measure was still-born’ (B Barton)
Faced widespread opposition from Catholic teachers 
(refused to recognise the Ministry of Education)
Catholic school managers refused to accept grants from the new state and some Catholic teachers actually refused to accept their salary from the state.
Catholic Bishops opposed it
Protestant Churches also rejected such an idea
The 1930 Education Act established a dual education system 
January 1920
Listen to why elections in Derry/Londonderry raised nationalist hopes and unionist fears.
In Unit 1 we learned how important the siege of Derry was for Ulster Protestants. When the army of the Catholic King, James 
II, laid siege to the walled city in December 1688, 13 local apprentice boys closed the city gates to prevent them from entering.",964,150,555,1097,False
option1_combined all.docx,combined,protestant,"city in December 1688, 13 local apprentice boys closed the city gates to prevent them from entering. When James II himself arrived at the gates in April 1689 he was greeted with cries of ‘No surrender’ from behind the thick defensive walls. 
No Surrender mural 2014
This slogan has been a key part of the Ulster Protestant mindset ever since.
Now, in 1920, it seemed to Protestants in the city and elsewhere in Ulster as if the walls had been broken through. 
Can you explain why? 
June 1920
 Listen to why unionists felt that their British 
July 1920
The triggers for the Belfast disturbances in July began with a speech made by Sir Edward Carson to thousands of Orangemen at Finaghy on the Twelfth. 
He called for Ulster Protestants to ‘take matters into their own hands’ and ‘reorganise in their own defence’ if the British government was unable to protect loyalists.
 Listen to how this and further events during the month of July played out.",946,165,556,1097,False
option1_combined all.docx,combined,protestant,"le to protect loyalists.
 Listen to how this and further events during the month of July played out.
Historian Éamon Phoenix quotes from a police report on the shipyard expulsions, describing ‘a hunt of Roman Catholic workers from the shipyards. A number were severely beaten, with some thrown into the river and compelled to swim for their lives’. There were no deaths during that day but in the evening, crowds gathered in several areas and some Protestant workers were attacked. Guns were fired and within three days 18 people had been killed in the city, in what the Irish News called ‘a carnival of terrorism’. 
Éamon Phoenix commented: ‘These disturbances, as well as the later ones in 
August and September, had a lasting effect on the outlook of northern Catholics. The trouble gave substance to their fears of being put under the rule of the unionist majority in a separate state’.",890,151,557,1097,False
option1_combined all.docx,combined,protestant,"substance to their fears of being put under the rule of the unionist majority in a separate state’. Can you explain why Catholics were more fearful for the future after these events in the summer of 1920?
August 1920
Violence continued to spiral in August, with serious consequences for the Catholic people of Lisburn.
Chapel Hill, Lisburn
Robert Lynch describes the consequences for the Catholic population of Lisburn: 
‘On the Sunday of Swanzy’s shooting, the UVF organised serious violence focused on the Catholic community in the town. Not satisfied, as previously, with smashing windows, Catholic business premises and homes were looted and burned. The RIC called for military support. 
In charge of the local military was William Hacket Pain, a senior UVF member. Apart from guarding the Catholic church and the convent, little was done by the military to protect the Catholic people of Lisburn. Most of them fled from the town in fear of their lives’.",958,157,558,1097,False
option1_combined all.docx,combined,protestant,"to protect the Catholic people of Lisburn. Most of them fled from the town in fear of their lives’.
September 1920
Serious rioting in Belfast at the beginning and end of September claimed 30 lives and a boycott of Ulster products was announced by Dáil Éireann. Listen to learn more about developments in that month. 
Specials searching Wm. Barbour van and driver
October 1920
Craig’s wife records in her diary that ‘he goes down to Harland and Wolff’s in the dinner hour and unfurls a big Union Jack for the workers and makes a splendid speech. He tells them that he approves of their action in not allowing the disloyal element to stay in their midst’.
November 1920
Craig’s proposal from September is put into operation, and enrolment for the Ulster Special Constabulary (the Specials) begins, seven months before the state of Northern Ireland comes into formal existence. Listen to learn more.",896,152,559,1097,False
option1_combined all.docx,combined,protestant,"seven months before the state of Northern Ireland comes into formal existence. Listen to learn more.
December 1920
For many Protestants in Belfast, and especially for those in isolated rural areas near what would become the border, the Specials were seen as defenders against the threat from the IRA.
Look at the wording on this piece of loyalist graffiti from 1920. What message is it giving to the IRA?
Listen to what Craig and his closest colleagues thought of the official police force, the Royal Irish 
Constabulary (RIC), and of other events in late 1920.
Early loyalist mural
The graffiti reads:
NO SURRENDER. IRA NAME YOUR DAY. THE B MEN ARE READY. 1688. 1690. 1920.
January 1921
At this time the IRA in Ulster, particularly Belfast, is reorganised under the leadership of two very different men, Seamus Woods and Roger McCorley. Woods was a trainee accountant and a skilled organiser, while McCorley was committed to decisive action.",942,157,560,1097,False
option1_combined all.docx,combined,protestant,"s was a trainee accountant and a skilled organiser, while McCorley was committed to decisive action. He had been involved in the Swanzy killing in Lisburn in August 1920. 
Listen to how they carried out an attack on the police in Belfast in January 1921.
March 1921 
Roger McCorley led the Active Service Unit in shooting dead three police officers in Victoria Street, Belfast, close to Musgrave Street Barracks. He was less worried than some of his fellow northern IRA leaders about provoking violent reprisals by Protestant extremists against innocent Catholics. An IRA plan to burn down many of Belfast’s key buildings was called off at the last minute.
Do you think McCorley was right to show little concern for the consequences of IRA actions for local Catholic people?
UNIT 5 EVENTS IN BELFAST 1920–1921
April 1921
During this month McCorley’s IRA unit killed two policemen in Donegall Place Belfast, facing the City Hall.",928,154,561,1097,False
option1_combined all.docx,combined,protestant,"this month McCorley’s IRA unit killed two policemen in Donegall Place Belfast, facing the City Hall. Also, the IRA was active in border areas, a matter of weeks before Northern Ireland was established.
May 1921
On the 5 May, Craig made a significant attempt to promote peace when he travelled south for a meeting with Éamon de Valera, Sinn Féin leader, at a secret location outside Dublin. However, the discussions between the two leaders produced no agreement. Craig’s unionist colleagues in Ulster were very suspicious of the meeting. 
Elections for the Northern Ireland Parliament took place on 24 May.
June 1921
The new Parliament opens on 22 June: the same month in which 14 people were killed and 76 wounded. 
Éamon Phoenix tells us more: ‘The starting point for this cycle of violence was undoubtedly the shooting of three RIC members on 11 June by the IRA.",864,147,562,1097,False
option1_combined all.docx,combined,protestant,"for this cycle of violence was undoubtedly the shooting of three RIC members on 11 June by the IRA. This started a violent backlash against the local Catholic community, in the course of which three young men were dragged from their beds and murdered. Suspicion in nationalist areas fell upon the feared and increasingly hated Specials’.
Why do you think Craig and his government were very keen to keep tight control of Belfast in June 1921?
July 1921
A truce comes into effect in the Anglo-Irish War/War of Independence at noon on the 11th.
Many unionists saw the truce as a betrayal and a sellout: ‘They were particularly angered by the sight of policemen and soldiers meeting IRA officers on a semi-official basis.’ (Dr Fearghal McGarry, QUB).
August to December 1921
 Listen to an account of the months from August to December 1921.",836,143,563,1097,False
option1_combined all.docx,combined,protestant,"rry, QUB).
August to December 1921
 Listen to an account of the months from August to December 1921.
On the 6 December the Anglo-Irish Treaty was signed, including reference to a Boundary Commission to determine the borders of Northern Ireland – hardly likely to calm the stormy waters of the new state.
Why do you think a Boundary Commission made unionists nervous and nationalists hopeful?
Credits
Slide 2:
No Surrender mural 2014 © George Sweeney/Alamy Stock Photo 
Slide 3:
No Surrender mural 1920 © British Pathé
Slide 6:
Chapel Hill, Lisburn © Irish Linen Centre & Lisburn Museum Collection
Slide 7:
Specials searching Wm. Barbour van and driver © Belfast Telegraph
Slide 9:
Specials in an armoured car © Belfast Telegraph
Specials in back of lorry with civilians © Belfast Telegraph Specials marching © Belfast Telegraph
Slide 10:
Early loyalist mural © Citizen69 : This file is licensed under the Creative Commons Attribution-Share Alike 4.0 International license.",972,157,564,1097,False
option1_combined all.docx,combined,protestant,"This file is licensed under the Creative Commons Attribution-Share Alike 4.0 International license. 
Belfast on the brink in 1920
The summer of 1920 saw a period of intense political violence in the north against a background of a post-war economic slump
Marie Coleman
The traditional narrative of the War of Independence identifies the dates of the conflict as encompassing the period from January 21st, 1919, until the truce of July 11th, 1921. This periodisation does not fit neatly around the chronology of the conflict in the northeast, especially Belfast. Arguably a separate conflict occurred here, contemporaneous with the southern War of Independence.
The northern conflict covered a different time span from mid-1920 to mid-1922, and involved different protagonists on the side of the crown forces, with the Ulster Special Constabulary assuming much of the role of bolstering the Royal Irish Constabulary in the north, as the Black and Tans and Auxiliaries did in the south.",984,155,565,1097,False
option1_combined all.docx,combined,protestant,"g the Royal Irish Constabulary in the north, as the Black and Tans and Auxiliaries did in the south.
Apart from the south Ulster regions of Monaghan and Newry, where IRA units under the respective commands of Eoin O’Duffy and Frank Aiken were active throughout the period, the IRA in the north, and especially around Belfast was inactive and disorganised for most of 1919 and the early parts of 1920. However the cumulative effect of the worsening conflict in the south eventually made an impact on Belfast in the summer of 1920.
Events in Cork which had strong reverberations in the north were the ostensible reasons for the outbreak of the most intense phases of rioting and killing in July and August.
On July 17th, a contingent of the Cork IRA shot dead the divisional commissioner of police for the Munster region, Lieut Col Gerald Bryce Ferguson Smyth, at the Country Club in Cork City.",892,155,566,1097,False
option1_combined all.docx,combined,protestant,"ice for the Munster region, Lieut Col Gerald Bryce Ferguson Smyth, at the Country Club in Cork City. A month previously Smyth had addressed a group of RIC officers in Listowel, Co Kerry, at which he was reported by one of those present, Constable Jeremiah Mee, to have advocated an unrestrained policy of shooting any republican suspects on sight, promising that this could be done with impunity, regardless of whether the victims included non-combatant civilians.
Smyth’s funeral in Banbridge, Co Down, his family home, on July 21st ignited a series of rioting and attacks on Catholic homes and businesses in predominantly Protestant towns in the district, including Banbridge itself, Dromore and Lisburn.",706,112,567,1097,False
option1_combined all.docx,combined,protestant,"in predominantly Protestant towns in the district, including Banbridge itself, Dromore and Lisburn.
Growing fears
Pearse Lawlor’s study of these events, The Burnings 1920, situates them in the wider context of the growing fears locally that IRA violence was creeping northward, concern at the increasing economic prosperity of the Catholic middle-class, Sinn Féin’s recent overwhelming success in the June 1920 local government elections, and the heightened tensions surrounding the annual July 12th festivities which coincided with Smyth’s death.
The rhetoric employed by unionist leader Sir Edward Carson at the Twelfth ceremonies in Finaghy, on the outskirts of Belfast, was interpreted as being particularly provocative. Citing the example of the Ulster Volunteer Force in 1913, Carson warned that if once again the British government proved unable to defend loyalists they would “take the matter into our own hands” and “reorganise in our own defence”.",957,143,568,1097,False
option1_combined all.docx,combined,protestant,"efend loyalists they would “take the matter into our own hands” and “reorganise in our own defence”.
The unionist-supporting Belfast News-Letter blamed the government’s “feebleness in dealing with” the danger posed by Sinn Féin as motivating Carson to deliver “such a militant speech”.
The most extreme violence resulting from the death of Smyth and the ferment surrounding the marching season took place in Belfast in the second half of July 1920.
When the industrial workforce of Belfast returned to their places of employment on Monday, July 21st (the day of Smyth’s funeral in Banbridge) following the summer holiday period that coincided with July 12th, loyalist mobs based in the smaller of the city’s two shipyards, Workman Clark’s “wee yard”, orchestrated a purge of “disloyal” employees, by which they meant Catholics and socialists, from both Workman Clark and the larger Harland and Wolff yard.",905,143,569,1097,False
option1_combined all.docx,combined,protestant,"they meant Catholics and socialists, from both Workman Clark and the larger Harland and Wolff yard.
Similar intimidation resulting in the expulsion of Catholic employees and trade unionists from both religious background in the Sirocco engineering works, the Mackie and Combe Barber foundries, and various of the city’s linen mills and smaller industrial and commercial enterprises.
Alan Parkinson has estimated that 7,000 workers – Catholics and socialists – were expelled from the shipyards, 20 Catholics were killed and many Catholic businesses destroyed, mainly in the eastern districts of Belfast in the areas surrounding the shipyards.
Provocative rhetoric
While Carson’s provocative rhetoric and the death of Smyth might have been the immediate inspiration for the industrial expulsions, they took place against a backdrop of longer-term economic and political tensions, including the increasing political violence in the south, the seemingly inexorable rise of Sinn Féin, and the potential o",999,147,570,1097,False
option1_combined all.docx,combined,protestant,"ing political violence in the south, the seemingly inexorable rise of Sinn Féin, and the potential of the Dáil’s “Belfast boycott” to damage northern industrial production.
The targeting of socialists highlights the reverberation of the Russian revolution, and unionist fears of “Bolshevism” making common cause with Irish republicanism.
Furthermore, by 1920 the post-war industrial downturn, which had a particularly detrimental effect on heavy industry such as ship-building, put greater pressure on the availability of industrial employment in Belfast. Ex-servicemen, who had worked in the shipyards before the war, returned to find fewer employment prospects and began to nurture grievances against the perceived expropriation of their former jobs by Catholics.",765,109,571,1097,False
option1_combined all.docx,combined,protestant,"d began to nurture grievances against the perceived expropriation of their former jobs by Catholics.
Just as the first wave of violence, resulting from the killing of Smyth, was beginning to abate, the killing of another policeman, also linked to events as far south as Cork, led to a renewed round of attacks on Belfast’s Catholics, with more fatal consequences than the July conflagration.
On August 22nd, RIC district inspector Oswald Ross Swanzy was shot dead in the centre of Lisburn, Co Antrim, in a joint operation conducted by the Cork and Belfast IRA. They acted under directions from Michael Collins, who believed Swanzy had been in charge of the police party that had shot dead the lord mayor of Cork, Tomás MacCurtain, at him home earlier in March.
Swanzy’s death sparked rioting in Lisburn and Belfast that mirrored the reaction to the killing of Smyth, during which Parkinson estimates that 33 people were killed within the space of 10 days.",955,161,572,1097,False
option1_combined all.docx,combined,protestant,"g of Smyth, during which Parkinson estimates that 33 people were killed within the space of 10 days.
Belfast IRA
One consequence of the violence of mid-1920 was the resurgence of the Belfast IRA, although there appears to have been an inherent tension between the old guard IRA leadership and the so-called “pogrom recruits”. Historians dispute the extent to which the IRA acted as a defender of Catholic communities during these assaults, but are more in agreement that the events of the summer of 1920 motivated the Belfast IRA to greater activity against its “enemies”.
This was due in part, perhaps, to the existence of a new enemy in the shape of the Ulster Special Constabulary. This new force was formed in the latter half of 1920 to deal with the summer’s violence, and was recruited largely from loyalist communities that included a number of ex-servicemen and former Ulster volunteers.",895,150,573,1097,False
option1_combined all.docx,combined,protestant,"gely from loyalist communities that included a number of ex-servicemen and former Ulster volunteers. The permanent B Specials would develop a particularly notorious reputation for sectarian violence against Catholics that would last till their disbandment in 1970.
The use of the term “pogrom” to describe events in Belfast between 1920 and 1922 remains controversial. It is disputed by Robert Lynch and Alan Parkinson, who see it as defining the systematic murder of larger numbers of a religious minority in a given area, whereas the death toll in Belfast was comparatively smaller and a number of those killed were active in the IRA. Its defenders, including John O’Neill and Kieran Glennon, argue that it describes appropriately what was witnessed and experienced by contemporaries who viewed it as such.
The description of these events as a “pogrom” is associated with Fr John Hassan, a priest attached to St Mary’s in Chapel Lane, Belfast. John O’Neill identifies Hassan as “G.B.",985,157,574,1097,False
option1_combined all.docx,combined,protestant,"san, a priest attached to St Mary’s in Chapel Lane, Belfast. John O’Neill identifies Hassan as “G.B. McKenna”, author of Belfast Pogrom, 1920-1922: Facts and Figures, compiled at the behest of the provisional government in Dublin. However, by the time Hassan’s book was ready for publication in mid-1922 the southern government felt that it could exacerbate sectarian tensions and so the decision was taken to quash its publication and distribution.
Death toll
The events of the summer of 1920 set in train a period of intense political violence in the north influenced by political and military upheaval in the south and the ongoing effects of the post-war economic slump.
The estimated death toll in the two years from mid-1920 to mid-1922 is between 450 and 550, with over 1,000 injured, hundreds of homes and business destroyed in arson attacks and thousands of workers left unemployed as a result of sectarian expulsions.",926,151,575,1097,False
